   0%|          | 0/3 [00:00<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):   0%|          | 0/3 [00:15<?, ?it/s] Average Metric: 0.00 / 1 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  33%|███▎      | 1/3 [00:15<00:30, 15.17s/it] Average Metric: 0.00 / 2 (0.0%):  67%|██████▋   | 2/3 [00:15<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%):  67%|██████▋   | 2/3 [00:16<00:06,  6.45s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  3.85s/it] Average Metric: 0.50 / 3 (16.7%): 100%|██████████| 3/3 [00:16<00:00,  5.42s/it]
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
turn_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Determine the Best Action in a Poker Hand\n\n# Input Format:\n# - personality: A string describing the player's personality, e.g., 'twenty_five_percent'\n# - hole_cards: A tuple of two cards representing the player's hole cards, e.g., ('5s', 'Ah')\n# - board: A tuple of five cards representing the community cards on the board, e.g., ('4d', '6d', '8c', 'Jh', 'Th')\n# - street: A string describing the current street of the game, e.g., 'River'\n\n# Task Description:\n# Given a player's personality, hole cards, the current board, and the current street, determine the best action to take in the game.\n\n# Domain-Specific Factual Information:\n# - In poker, a 'twenty-five_percent' personality refers to a player who is moderately aggressive, playing around 25% of their hands.\n# - A 'straight draw' is a hand that has the potential to become a straight with the community cards.\n# - In the preflop stage, players typically check or call to see the flop.\n# - In the flop stage, players can check, bet, or fold based on their hand strength and the community cards.\n# - In the turn stage, players can check, bet, or fold based on their hand strength and the community cards.\n# - In the river stage, players can check, bet, or fold based on their hand strength and the community cards.\n# - A player's hand strength is determined by the highest possible hand they can make with their hole cards and the community cards.\n# - A player's hand strength can be evaluated using the poker hand ranking system (e.g., Royal Flush, Straight Flush, Four of a Kind, Full House, Flush, Straight, Three of a Kind, Two Pair, One Pair, High Card).\n# - A player's hand strength can also be evaluated based on the presence of high cards (e.g., Aces, Kings, Queens, Jacks, Tens) and the potential for a straight or flush draw.\n# - In the turn and river stages, players should consider the possibility of their opponent having a stronger hand and adjust their strategy accordingly.\n# - Players should also consider the potential for a straight or flush draw and adjust their strategy accordingly.\n\n# Generalizable Strategy:\n# - The assistant should consider the player's personality and adjust their strategy accordingly.\n# - The assistant should evaluate the strength of the player's hand and the community cards to determine the best action.\n# - The assistant should consider the current street and adjust their strategy accordingly.\n# - The assistant should consider the potential for a straight or flush draw and adjust their strategy accordingly.\n# - The assistant should consider the possibility of their opponent having a stronger hand and adjust their strategy accordingly.\n\n# Task Instructions:\n# 1. Read the input parameters carefully and understand the player's personality, hole cards, the current board, and the current street.\n# 2. Evaluate the strength of the player's hand and the community cards to determine the best action.\n# 3. Consider the player's personality and adjust the strategy accordingly.\n# 4. Consider the current street and adjust the strategy accordingly.\n# 5. Consider the potential for a straight or flush draw and adjust the strategy accordingly.\n# 6. Consider the possibility of the opponent having a stronger hand and adjust the strategy accordingly.\n# 7. Determine the best action to take in the game based on the evaluation and strategy.\n\n# Output Format:\n# - reasoning: A string describing the reasoning behind the best action.\n# - action: A string describing the best action to take in the game.\n```\n\n```python\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Ad, 4c)\n\n### board\n(9h, 7h, 7s, 8s)\n\n### street\nTurn\n\n## Generated Outputs\n### reasoning\nGiven the turn street and the board (9h, 7h, 7s, 8s), my hand (Ad, 4c) has a possible straight draw with the board's 7h and 7s. Since I'm a twenty-five_percent player, I'll play tight-aggressive and try to get value from my opponent. However, considering the strength of my hand and the board, I should fold to minimize losses.\n\n### action\nfold\n\n## Feedback\nYou made the correct decision for this hand and board.\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(3c, 5h)\n\n### board\n(4h, Jh, 2s, 7d)\n\n### street\nTurn\n\n## Generated Outputs\n### reasoning\nGiven the turn street and the board (4h, Jh, 2s, 7d), my hand (3c, 5h) is not strong enough to win the hand. However, I have a possible straight draw with the board's 7d. Since I'm a twenty-five_percent player, I'll play tight-aggressive and try to get value from my opponent. I'll call to see if my opponent will bet.\n\n### action\ncall\n\n## Feedback\nYou made the correct decision for this hand and board.\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(9s, Td)\n\n### board\n(9d, 4h, 5c, Js)\n\n### street\nTurn\n\n## Generated Outputs\n### reasoning\nGiven the turn street and the board (9d, 4h, 5c, Js), my hand (9s, Td) is a possible straight draw with the board's 9d. Since I'm a twenty-five_percent player, I'll play tight-aggressive and try to get value from my opponent. However, considering the strength of my hand and the board, I should call to maximize my potential winnings.\n\n### action\ncall\n\n## Feedback\nYou made the correct decision for this hand and board."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
river_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
)), preflop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
flop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task Description:\n# The task is to determine the best action in a game of Texas Hold'em Poker based on the given hole cards, board, and street.\n# The assistant should consider the personality of the player, which can be one of the following:\n#   - twenty_five_percent: a tight player who only plays strong hands\n#   - fifty_fifty: a balanced player who plays a mix of strong and weak hands\n#   - seventy_five_percent: an aggressive player who plays a lot of hands\n# The assistant should analyze the hand and board to determine the best action, which can be one of the following:\n#   - check: pass the action to the next player without placing a bet\n#   - call: match the current bet\n#   - raise: increase the current bet\n#   - fold: give up the hand and forfeit any chance of winning the pot\n\n# Input Format:\n# The input will be a dictionary with the following keys:\n#   - personality: the personality of the player (twenty_five_percent, fifty_fifty, or seventy_five_percent)\n#   - hole_cards: a tuple of two cards representing the player's hole cards\n#   - board: a tuple of five cards representing the community cards on the board\n#   - street: a string representing the current street (Flop, Turn, or River)\n\n# Task Requirements:\n# The assistant should provide a clear and concise reasoning for the chosen action.\n# The assistant should consider the following factors when determining the best action:\n#   - The strength of the player's hand compared to the board\n#   - The potential for improvement on the next street\n#   - The aggression level of the player based on their personality\n#   - The potential for a draw or a strong hand on the board\n# The assistant should be cautious and look for opportunities to minimize losses for twenty-five percent players.\n# The assistant should consider the possibility of a stronger hand on the board when deciding to call or raise.\n\n# Evaluation Criteria:\n# The assistant's response will be evaluated based on the correctness of the chosen action and the clarity of the reasoning.\n# The assistant's response will be considered correct if it matches the feedback provided for each example.\n\n# Domain-Specific Knowledge:\n# A straight draw is a hand that has the potential to become a straight on the next street.\n# A flush draw is a hand that has the potential to become a flush on the next street.\n# A pair is a hand that has two cards of the same rank.\n# A set is a hand that has three cards of the same rank.\n# A possible draw is a hand that has the potential to become a stronger hand on the next street.\n\n# Generalizable Strategy:\n# The assistant can use a decision tree to determine the best action based on the strength of the player's hand, the potential for improvement on the next street, and the aggression level of the player based on their personality.\n```\n\n```python\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Qs, Jd)\n\n### board\n(7c, 8c, Js)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (7c, 8c, Js), I have a possible straight draw with my hole cards (Qs, Jd). Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to call to see how my opponents react, as my hand has a good chance of improving on the next street.\n\n### action\ncall\n\n## Feedback\nCorrect!\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(3s, Jd)\n\n### board\n(Qs, Ac, Tc)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (Qs, Ac, Tc), I have a possible draw with my hole cards (3s, Jd). However, I also have a possible straight draw. Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(9s, 5c)\n\n### board\n(Td, 9c, 7h)\n\n### street\nFlop\n\n## Generated Outputs\n### reasoning\nWith a flop street and a board of (Td, 9c, 7h), I have a possible straight draw with my hole cards (9s, 5c). Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!"
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
turn_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
river_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Poker Hand Evaluator\n\n# Input Format:\n#   - personality: A string representing the player's personality, e.g., 'twenty_five_percent'\n#   - hole_cards: A tuple of two strings representing the player's hole cards, e.g., ('Kh', 'Jh')\n#   - board: A tuple of five strings representing the community cards on the board, e.g., ('4h', 'Ad', '3d', '8h', '8c')\n#   - street: A string representing the current street of the game, e.g., 'River', 'Preflop'\n\n# Task Description:\n#   Evaluate a given poker hand and determine the best action based on the player's personality and the current game state.\n\n# Domain-Specific Factual Information:\n#   - A flush draw is a hand that has a possible flush, but not enough cards to make it yet.\n#   - A tight player is a player who folds frequently and only plays strong hands.\n#   - A risk-averse player is a player who prefers to minimize their losses and avoid taking unnecessary risks.\n\n# Generalizable Strategy:\n#   - The player's personality should influence their decision-making process.\n#   - The player should consider the strength of their hand and the community cards on the board.\n#   - The player should be cautious when facing uncertainty and avoid taking unnecessary risks.\n\n# New Instructions:\n#   1. Review the input parameters carefully and identify the player's personality, hole cards, board, and current street.\n#   2. Evaluate the player's hand and determine its strength based on the community cards on the board.\n#   3. Consider the player's personality and adjust their decision-making process accordingly.\n#   4. If the player has a strong hand, consider raising or betting to maximize their winnings.\n#   5. If the player has a weak hand, consider folding to minimize their losses.\n#   6. If the player has a possible flush draw, consider checking to see how their opponent reacts.\n#   7. If the player is facing uncertainty, consider folding to avoid taking unnecessary risks.\n\n# Output Format:\n#   - reasoning: A string explaining the player's thought process and decision-making process.\n#   - action: A string representing the player's best action based on their evaluation."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
)), preflop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
flop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task Description:\n# The task is to determine the best action in a game of Texas Hold'em Poker based on the given hole cards, board, and street.\n# The assistant should consider the personality of the player, which can be one of the following: \n#   - twenty_five_percent: a tight player who only plays strong hands\n#   - fifty_fifty: a balanced player who plays a mix of strong and weak hands\n#   - seventy_five_percent: an aggressive player who plays a lot of hands\n# The assistant should analyze the hand and board to determine the best action, which can be one of the following:\n#   - check: pass the action to the next player without placing a bet\n#   - call: match the current bet\n#   - raise: increase the current bet\n#   - fold: give up the hand and forfeit any chance of winning the pot\n\n# Input Format:\n# The input will be a dictionary with the following keys:\n#   - personality: the personality of the player (twenty_five_percent, fifty_fifty, or seventy_five_percent)\n#   - hole_cards: a tuple of two cards representing the player's hole cards\n#   - board: a tuple of five cards representing the community cards on the board\n#   - street: a string representing the current street (Flop, Turn, or River)\n\n# Task Requirements:\n# The assistant should provide a clear and concise reasoning for the chosen action.\n# The assistant should consider the following factors when determining the best action:\n#   - The strength of the player's hand compared to the board\n#   - The potential for improvement on the next street\n#   - The aggression level of the player based on their personality\n#   - The potential for a draw or a strong hand on the board\n\n# Evaluation Criteria:\n# The assistant's response will be evaluated based on the correctness of the chosen action and the clarity of the reasoning.\n# The assistant's response will be considered correct if it matches the feedback provided for each example.\n```\n\n```python\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(4c, Ah)\n\n### board\n(6d, 9c, Qs, Qd)\n\n### street\nTurn\n\n## Generated Outputs\n### reasoning\nWith a turn street and a board of (6d, 9c, Qs, Qd), I have a possible flush draw with my hole cards (4c, Ah). However, I also have a possible straight draw. Given my personality of twenty_five_percent, I'm likely to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(2c, 6s)\n\n### board\n(Kc, Ad, 9c, Jd, 6c)\n\n### street\nRiver\n\n## Generated Outputs\n### reasoning\nI'm a twenty-five percent man, which means I'm a tight player who only plays strong hands. With a pair of sixes and the board being quite aggressive, I'm in a good position to make a strong move. However, I should also consider the possibility of a stronger hand on the board. In this case, I'll choose to call to see how my opponents react.\n\n### action\ncall\n\n## Feedback\nCorrect!\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(3s, 8s)\n\n### board\n(2h, 7h, 7d, 5c, Th)\n\n### street\nRiver\n\n## Generated Outputs\n### reasoning\nGiven the river street and the board (2h, 7h, 7d, 5c, Th), I have a set of possible draws and I'm trying to decide whether to call or raise. My hole cards are (3s, 8s) which doesn't seem to have a strong connection to the board. However, the board has a possible straight draw and a possible flush draw. Since I'm a twenty-five_percent player, I tend to be cautious and look for opportunities to minimize losses. In this case, I'll choose to check to see how my opponents react.\n\n### action\ncheck\n\n## Feedback\nCorrect!"
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
turn_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
river_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions="python\n# Task: Poker Hand Evaluator\n\n# Input Format:\n#   - personality: A string representing the player's personality, e.g., 'twenty_five_percent'\n#   - hole_cards: A tuple of two strings representing the player's hole cards, e.g., ('Kh', 'Jh')\n#   - board: A tuple of five strings representing the community cards on the board, e.g., ('4h', 'Ad', '3d', '8h', '8c')\n#   - street: A string representing the current street of the game, e.g., 'River', 'Preflop'\n\n# Task Description:\n#   Evaluate a given poker hand and determine the best action based on the player's personality and the current game state.\n\n# Domain-Specific Factual Information:\n#   - A flush draw is a hand that has a possible flush, but not enough cards to make it yet.\n#   - A tight player is a player who folds frequently and only plays strong hands.\n#   - A risk-averse player is a player who prefers to minimize their losses and avoid taking unnecessary risks.\n#   - A possible straight draw is a hand that has a possible straight, but not enough cards to make it yet.\n#   - A player with a pair of Jacks and a possible flush draw is in a strong position, but should be cautious not to overplay their hand.\n#   - A player with a possible straight draw should be prepared to fold if their opponent bets or raises.\n\n# Generalizable Strategy:\n#   - The player's personality should influence their decision-making process.\n#   - The player should consider the strength of their hand and the community cards on the board.\n#   - The player should be cautious when facing uncertainty and avoid taking unnecessary risks.\n#   - The player should prioritize minimizing losses over maximizing winnings.\n\n# New Instructions:\n#   1. Review the input parameters carefully and identify the player's personality, hole cards, board, and current street.\n#   2. Evaluate the player's hand and determine its strength based on the community cards on the board.\n#   3. Consider the player's personality and adjust their decision-making process accordingly.\n#   4. If the player has a strong hand, consider raising or betting to maximize their winnings.\n#   5. If the player has a weak hand, consider folding to minimize their losses.\n#   6. If the player has a possible flush draw, consider checking to see how their opponent reacts.\n#   7. If the player has a possible straight draw, be prepared to fold if their opponent bets or raises.\n#   8. If the player is facing uncertainty, consider folding to avoid taking unnecessary risks.\n#   9. Prioritize minimizing losses over maximizing winnings, especially for risk-averse players.\n#   10. Consider the board texture and the player's position at the table when making decisions.\n\n# Output Format:\n#   - reasoning: A string explaining the player's thought process and decision-making process.\n#   - action: A string representing the player's best action based on their evaluation.\n```\n\n```python\n# Example 1\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(6s, 4c)\n\n### board\n(9h, Ks, 9d, 5c, 3s)\n\n### street\nRiver\n\n## Generated Outputs\n### reasoning\nAs a twenty-five percent player, I tend to be aggressive and play a wide range of hands. However, I also need to be mindful of the community cards on the board and the strength of my hand. In this case, I have a pair of sixes and a four, but the board doesn't seem to be particularly favorable to me. I have a weak hand and I'm facing a river, which means there's not much I can do to improve my hand. Considering my personality and the current game state, I should be cautious and minimize my losses.\n\n### action\nfold\n\n## Feedback\nYou made the correct 'fold' action for this hand and board. This correct action is indeed 'fold.'\n\n# Example 2\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(8c, Jd)\n\n### board\n(Qc, 7h, Kd, Ac, Jh)\n\n### street\nRiver\n\n## Generated Outputs\n### reasoning\nAs a twenty-five percent player, I'm looking to play tight-aggressive and maximize my winnings. Given that I have a pair of Jacks with a possible flush draw, I'm in a strong position. However, I need to consider the community cards on the board and my opponent's possible actions. Since the board is already quite strong with a possible straight draw, I don't want to overplay my hand and risk losing a large pot. Therefore, I'll choose to fold and minimize my losses.\n\n### action\nfold\n\n## Feedback\nYou made the correct 'fold' action for this hand and board. The correct action is indeed 'fold'.\n\n# Example 3\n## Inputs\n### personality\ntwenty_five_percent\n\n### hole_cards\n(Td, Qh)\n\n### board\n(9h, 8d, 8h, 5s, 9c)\n\n### street\nRiver\n\n## Generated Outputs\n### reasoning\nAs a twenty-five percent player, I'm looking to play a wide range of hands. With a Ten of Diamonds and a Queen of Hearts in my hand, and a board of 9h, 8d, 8h, 5s, 9c, I have a possible straight draw. However, I don't have a strong enough hand to raise or bet aggressively. I'll consider folding to minimize my losses.\n\n### action\nfold\n\n## Feedback\nYou made the correct 'fold' action for this hand and board. The correct action is indeed 'fold'."
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
)), preflop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
    instructions='Review the folling Poker Hand and determine the best action.'
    personality = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Personality:', 'desc': '${personality}'})
    hole_cards = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Hole Cards:', 'desc': '${hole_cards}'})
    street = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Street:', 'desc': '${street}'})
    board = Field(annotation=str required=True json_schema_extra={'__dspy_field_type': 'input', 'prefix': 'Board:', 'desc': '${board}'})
    reasoning = Field(annotation=str required=True json_schema_extra={'prefix': "Reasoning: Let's think step by step in order to", 'desc': '${reasoning}', '__dspy_field_type': 'output'})
    action = Field(annotation=Literal['fold', 'check', 'call', 'raise', 'all_in'] required=True json_schema_extra={'__dspy_field_type': 'output', 'prefix': 'Action:', 'desc': '${action}'})
))
flop_module.predict = Predict(StringSignature(personality, hole_cards, street, board -> reasoning, action
